x-axis,1,2
second,Volt,Volt
-8.80000E-06,+23.43218913E-03,+26.73384547E-03
-8.74200E-06,-1.69343874E-03,+50.85444823E-03
-8.68400E-06,-26.81906661E-03,+2.61324272E-03
-8.62600E-06,-1.69343874E-03,+26.73384547E-03
-8.56800E-06,-1.69343874E-03,-13.46715912E-03
-8.51000E-06,-11.74368989E-03,-13.46715912E-03
-8.45200E-06,+13.38193798E-03,+26.73384547E-03
-8.39400E-06,-1.69343874E-03,-13.46715912E-03
-8.33600E-06,+38.50756586E-03,+2.61324272E-03
-8.27800E-06,+8.35681241E-03,+26.73384547E-03
-8.22000E-06,-11.74368989E-03,+50.85444823E-03
-8.16200E-06,+38.50756586E-03,-13.46715912E-03
-8.10400E-06,+23.43218913E-03,-13.46715912E-03
-8.04600E-06,+38.50756586E-03,-13.46715912E-03
-7.98800E-06,-1.69343874E-03,+26.73384547E-03
-7.93000E-06,-26.81906661E-03,+50.85444823E-03
-7.87200E-06,+38.50756586E-03,-61.70836464E-03
-7.81400E-06,-1.69343874E-03,+42.81424731E-03
-7.75600E-06,+23.43218913E-03,+2.61324272E-03
-7.69800E-06,-41.89444333E-03,+66.93485007E-03
-7.64000E-06,+23.43218913E-03,+26.73384547E-03
-7.58200E-06,+13.38193798E-03,+26.73384547E-03
-7.52400E-06,-6.71856431E-03,+26.73384547E-03
-7.46600E-06,-41.89444333E-03,+26.73384547E-03
-7.40800E-06,+38.50756586E-03,+26.73384547E-03
-7.35000E-06,-1.69343874E-03,+26.73384547E-03
-7.29200E-06,-11.74368989E-03,+26.73384547E-03
-7.23400E-06,-11.74368989E-03,+2.61324272E-03
-7.17600E-06,-26.81906661E-03,+50.85444823E-03
-7.11800E-06,-1.69343874E-03,+66.93485007E-03
-7.06000E-06,+8.35681241E-03,+66.93485007E-03
-7.00200E-06,+13.38193798E-03,+2.61324272E-03
-6.94400E-06,-1.69343874E-03,+66.93485007E-03
-6.88600E-06,+38.50756586E-03,+91.05545282E-03
-6.82800E-06,+13.38193798E-03,-37.58776188E-03
-6.77000E-06,+38.50756586E-03,-61.70836464E-03
-6.71200E-06,+13.38193798E-03,+66.93485007E-03
-6.65400E-06,+23.43218913E-03,+10.65344363E-03
-6.59600E-06,+23.43218913E-03,+26.73384547E-03
-6.53800E-06,-1.69343874E-03,+26.73384547E-03
-6.48000E-06,-16.76881546E-03,+26.73384547E-03
-6.42200E-06,-1.69343874E-03,-37.58776188E-03
-6.36400E-06,+23.43218913E-03,+2.61324272E-03
-6.30600E-06,-16.76881546E-03,+2.61324272E-03
